,qid,question,question_seg,Guessed_SO_Pair
142,143,储蓄卡综合对账单可查询或打印的时间范围,储蓄卡|综合对账单|可|查询|或|打印|的|时间范围|,"[[('储蓄卡', '查询'), 0.6060606060606061], [('查询', '打印'), 0.12121212121212122], [('储蓄卡', '打印'), 0.12121212121212122], [('综合对账单', '查询'), 0.09090909090909091], [('储蓄卡', '综合对账单'), 0.030303030303030304], [('综合对账单', '打印'), 0.030303030303030304]]"
143,144,何时能查询到储蓄卡综合对账单,何时能|查询|到|储蓄卡|综合对账单|,"[[('综合对账单', '查询'), 0.6], [('综合对账单', '到'), 0.2], [('查询', '到'), 0.2]]"
144,145,信用卡账单查询方式,信用卡|账单|查询|方式|,"[[('信用卡', '查询'), 0.803921568627451], [('信用卡', '账单'), 0.09803921568627451], [('信用卡', '方式'), 0.0392156862745098], [('账单', '查询'), 0.029411764705882353], [('账单', '方式'), 0.0196078431372549], [('方式', '查询'), 0.00980392156862745]]"
145,146,信用卡当期账单明细查询,信用卡|当期账单|明细|查询|,"[[('信用卡', '查询'), 0.7735849056603774], [('信用卡', '明细'), 0.10377358490566038], [('查询', '明细'), 0.04716981132075472], [('信用卡', '当期账单'), 0.02830188679245283], [('当期账单', '查询'), 0.02830188679245283], [('当期账单', '明细'), 0.018867924528301886]]"
146,147,智能定期存款的币种、存期及起存金额,智能定期|存款|的|币种|存期|及|起存金额|,
147,148,智能定期存款如何开户,智能定期|存款|如何|开户|,"[('存款', '智能定期'), 1]"
148,149,智能定期存款计息规则,智能定期|存款|计息规则|,"[('存款', '智能定期'), 1]"
149,150,智能通知存款介绍,智能|通知存款|介绍|,"[('智能', '介绍'), 1]"
150,151,手机银行办理通知存款转账的规定,手机银行|办理|通知存款|转账|的|规定|,"[('手机银行', '办理'), 1]"
151,152,如何通过手机银行办理通知存款开户,如何|通过|手机银行|办理|通知存款|开户|,
152,153,信用卡（贷记卡）币种介绍,信用卡|贷记卡|币种|介绍|,"[[('信用卡', '币种'), 0.42857142857142855], [('信用卡', '贷记卡'), 0.2857142857142857], [('贷记卡', '币种'), 0.2857142857142857]]"
153,154,无卡存现的定义,无卡存现|的|定义|,
154,155,储蓄卡/存折的卡号（账号）格式,储蓄卡|存折|的|卡号|账号|格式|,"[[('账号', '存折'), 0.25], [('卡号', '存折'), 0.25], [('卡号', '账号'), 0.25], [('格式', '存折'), 0.08333333333333333], [('账号', '格式'), 0.08333333333333333], [('卡号', '格式'), 0.08333333333333333]]"
155,156,全币种卡片介绍,全币种|卡片|介绍|,"[[('卡片', '全币种'), 0.3333333333333333], [('全币种', '介绍'), 0.3333333333333333], [('卡片', '介绍'), 0.3333333333333333]]"
156,157,全币种卡积分规则,全币种|卡|积分|规则|,"[[('卡', '积分'), 0.5], [('全币种', '积分'), 0.25], [('卡', '全币种'), 0.25]]"
157,158,全币种卡片功能介绍,全币种|卡片|功能|介绍|,"[[('卡片', '全币种'), 0.3333333333333333], [('全币种', '介绍'), 0.3333333333333333], [('卡片', '介绍'), 0.3333333333333333]]"
158,159,信用卡网上支付失败原因,信用卡|网上支付|失败原因|,"[[('信用卡', '网上支付'), 0.5], [('网上支付', '失败原因'), 0.3], [('信用卡', '失败原因'), 0.2]]"
159,160,信用卡网上疑问交易查询,信用卡|网上|疑问|交易|查询|,"[[('信用卡', '查询'), 0.7522935779816514], [('交易', '查询'), 0.1559633027522936], [('信用卡', '交易'), 0.01834862385321101], [('信用卡', '网上'), 0.01834862385321101], [('交易', '疑问'), 0.009174311926605505], [('交易', '网上'), 0.009174311926605505], [('查询', '疑问'), 0.009174311926605505], [('网上', '疑问'), 0.009174311926605505], [('信用卡', '疑问'), 0.009174311926605505], [('查询', '网上'), 0.009174311926605505]]"
160,161,如何查询储蓄卡交易订单号/流水号,如何|查询|储蓄卡|交易|订单号|流水号|,"[[('交易', '查询'), 0.7391304347826086], [('订单号', '查询'), 0.08695652173913043], [('交易', '订单号'), 0.043478260869565216], [('交易', '流水号'), 0.043478260869565216], [('查询', '流水号'), 0.043478260869565216], [('订单号', '流水号'), 0.043478260869565216]]"
161,162,查询信用卡网上交易订单号,查询|信用卡|网上交易|订单号|,"[[('信用卡', '查询'), 0.9318181818181818], [('订单号', '查询'), 0.022727272727272728], [('信用卡', '网上交易'), 0.011363636363636364], [('网上交易', '查询'), 0.011363636363636364], [('订单号', '网上交易'), 0.011363636363636364], [('信用卡', '订单号'), 0.011363636363636364]]"
162,163,查询他人卡号,查询|他人|卡号|,"[('卡号', '查询'), 1]"
163,164,取款密码是什么,取款|密码|是|什么|,"[('密码', '取款'), 1]"
164,165,信用卡交易密码的修改,信用卡|交易密码|的|修改|,"[[('信用卡', '修改'), 0.8], [('信用卡', '交易密码'), 0.125], [('交易密码', '修改'), 0.075]]"
165,166,信用卡查询密码的重设方法,信用卡|查询密码|的|重设|方法|,"[[('信用卡', '方法'), 0.75], [('信用卡', '查询密码'), 0.15384615384615385], [('查询密码', '重设'), 0.038461538461538464], [('信用卡', '重设'), 0.019230769230769232], [('方法', '查询密码'), 0.019230769230769232], [('方法', '重设'), 0.019230769230769232]]"
166,167,修改信用卡查询密码的方式,修改|信用卡|查询密码|的方式|,"[[('信用卡', '修改'), 0.64], [('查询密码', '修改'), 0.2], [('信用卡', '查询密码'), 0.16]]"
167,168,信用卡附属卡密码修改方式,信用卡|附属卡|密码|修改方式|,"[[('信用卡', '密码'), 0.7142857142857143], [('信用卡', '修改方式'), 0.14285714285714285], [('密码', '修改方式'), 0.14285714285714285]]"
168,169,网银个人版（移动证书）用户密码重置流程,网银|个人版|移动|证书|用户|密码重置|流程|,"[('用户', '密码重置'), 1]"
169,170,网银个人版（文件证书）用户密码重置流程,网银|个人版|文件|证书|用户|密码重置|流程|,"[[('个人版', '证书'), 0.3], [('个人版', '流程'), 0.2], [('用户', '密码重置'), 0.1], [('证书', '用户'), 0.1], [('用户', '流程'), 0.05], [('个人版', '用户'), 0.05], [('流程', '密码重置'), 0.05], [('证书', '流程'), 0.05], [('个人版', '密码重置'), 0.05], [('证书', '密码重置'), 0.05]]"
170,171,储蓄卡取款密码挂失办理流程,储蓄卡|取款|密码|挂失|办理|流程|,"[[('密码', '取款'), 0.8], [('密码', '挂失'), 0.13333333333333333], [('取款', '挂失'), 0.06666666666666667]]"
171,172,密码挂失时选择预设密码,密码|挂失|时|选择|预设|密码|,"[('密码', '挂失'), 1]"
172,173,紧急重设取款密码,紧急|重设|取款|密码|,"[[('密码', '取款'), 0.8571428571428571], [('密码', '重设'), 0.07142857142857142], [('取款', '重设'), 0.07142857142857142]]"
173,174,什么是个人本票,什么|是|个人本票|,
174,175,可开立的个人本票种类/如何开立个人本票,可|开立|的|个人本票|种类|如何|开立|个人本票|,"[[('开立', '个人本票'), 0.5], [('开立', '种类'), 0.25], [('个人本票', '种类'), 0.25]]"
175,176,开立个人本票的办理时间,开立|个人本票|的|办理|时间|,"[[('开立', '个人本票'), 0.5], [('办理', '开立'), 0.25], [('办理', '个人本票'), 0.25]]"
176,177,客户开出本票后没有使用，如何办理回购,客户|开出|本票|后|没有|使用|如何|办理|回购|,"[[('本票', '开出'), 0.3333333333333333], [('办理', '开出'), 0.3333333333333333], [('办理', '本票'), 0.3333333333333333]]"
177,178,香港分行是否能开立本票，有什么要求,香港|分行|是否|能|开立|本票|有|什么|要求|,"[[('香港', '分行'), 0.2857142857142857], [('开立', '本票'), 0.14285714285714285], [('本票', '分行'), 0.14285714285714285], [('本票', '香港'), 0.14285714285714285], [('开立', '分行'), 0.14285714285714285], [('开立', '香港'), 0.14285714285714285]]"
178,179,一网通用户忘记登录名或密码,一网通|用户|忘记|登录名|或|密码|,"[[('用户', '一网通'), 0.42857142857142855], [('密码', '忘记'), 0.14285714285714285], [('一网通', '忘记'), 0.09523809523809523], [('密码', '一网通'), 0.047619047619047616], [('登录名', '一网通'), 0.047619047619047616], [('用户', '忘记'), 0.047619047619047616], [('密码', '用户'), 0.047619047619047616], [('用户', '登录名'), 0.047619047619047616], [('登录名', '忘记'), 0.047619047619047616], [('密码', '登录名'), 0.047619047619047616]]"
179,180,个人版用户密码和查询密码、取款密码的区别,个人版|用户密码|和|查询密码|取款|密码|的|区别|,"[[('密码', '取款'), 0.5217391304347826], [('密码', '区别'), 0.08695652173913043], [('查询密码', '区别'), 0.08695652173913043], [('用户密码', '取款'), 0.043478260869565216], [('用户密码', '区别'), 0.043478260869565216], [('密码', '用户密码'), 0.043478260869565216], [('查询密码', '用户密码'), 0.043478260869565216], [('取款', '区别'), 0.043478260869565216], [('查询密码', '取款'), 0.043478260869565216], [('密码', '查询密码'), 0.043478260869565216]]"
180,181,使用用户名方式登录，提示银行“登陆失败或网银密码错”,使用|用户名|方式|登录|提示|银行|登陆|失败|或|网银|密码|错|,"[[('密码', '登录'), 0.16666666666666666], [('密码', '提示'), 0.16666666666666666], [('用户名', '登录'), 0.125], [('密码', '用户名'), 0.125], [('用户名', '提示'), 0.125], [('登录', '提示'), 0.125], [('用户名', '登陆'), 0.041666666666666664], [('登录', '登陆'), 0.041666666666666664], [('密码', '登陆'), 0.041666666666666664], [('提示', '登陆'), 0.041666666666666664]]"
181,182,文件证书登录时提示：用户名或密码错,文件|证书|登录|时|提示|用户名|或|密码|错|,"[[('密码', '登录'), 0.15384615384615385], [('密码', '提示'), 0.15384615384615385], [('用户名', '登录'), 0.11538461538461539], [('密码', '用户名'), 0.11538461538461539], [('用户名', '提示'), 0.11538461538461539], [('登录', '提示'), 0.11538461538461539], [('密码', '证书'), 0.11538461538461539], [('证书', '用户名'), 0.038461538461538464], [('证书', '登录'), 0.038461538461538464], [('证书', '提示'), 0.038461538461538464]]"
182,183,登陆个人版提示：无效密码，请重新输入#1,登陆|个人版|提示|无效|密码|请|重新|输入|#|1|,"[[('密码', '提示'), 0.6666666666666666], [('提示', '无效'), 0.16666666666666666], [('密码', '无效'), 0.16666666666666666]]"
183,184,个人银行个人版证书的有效期是多长,个人银行|个人版|证书|的|有效期|是|多长|,"[[('个人版', '个人银行'), 0.4444444444444444], [('个人版', '证书'), 0.16666666666666666], [('个人银行', '证书'), 0.1388888888888889], [('证书', '有效期'), 0.08333333333333333], [('有效期', '多长'), 0.027777777777777776], [('个人版', '多长'), 0.027777777777777776], [('个人银行', '多长'), 0.027777777777777776], [('证书', '多长'), 0.027777777777777776], [('个人版', '有效期'), 0.027777777777777776], [('个人银行', '有效期'), 0.027777777777777776]]"
184,185,什么是无效用户请求,什么|是|无效|用户|请求|,"[[('用户', '无效'), 0.3333333333333333], [('无效', '请求'), 0.3333333333333333], [('用户', '请求'), 0.3333333333333333]]"
185,186,如何解决个人银行个人版登录缓慢或未响应,如何|解决|个人银行|个人版|登录|缓慢|或未|响应|,"[[('个人版', '个人银行'), 0.64], [('个人版', '登录'), 0.12], [('个人银行', '登录'), 0.12], [('个人版', '响应'), 0.04], [('个人银行', '响应'), 0.04], [('登录', '响应'), 0.04]]"
186,187,个人版一直显示更新配置文件,个人版|一直|显示|更新|配置文件|,
187,188,个人银行个人版操作转账汇款时报错：检查手续费失败，无效用户请求#99,个人银行|个人版|操作|转账汇款|时报|错|检查|手续费|失败|无效|用户|请求|#|99|,"[[('个人版', '个人银行'), 0.5], [('手续费', '转账汇款'), 0.25], [('个人版', '转账汇款'), 0.15625], [('个人版', '手续费'), 0.03125], [('转账汇款', '个人银行'), 0.03125], [('手续费', '个人银行'), 0.03125]]"
188,189,始终停留在“正在更新配置文件”无法登录个人银行个人版怎么办,始终|停留|在|正在|更新|配置文件|无法|登录|个人银行|个人版|怎么办|,"[[('配置文件', '停留'), 0.16666666666666666], [('登录', '停留'), 0.16666666666666666], [('无法', '停留'), 0.16666666666666666], [('配置文件', '登录'), 0.16666666666666666], [('无法', '配置文件'), 0.16666666666666666], [('无法', '登录'), 0.16666666666666666]]"
189,190,登录个人银行个人版时提示：输入了错误的用户密码或者选择了错误的登录界面,登录|个人银行|个人版|时|提示|输入|了|错误|的|用户密码|或者|选择|了|错误|的|登录|界面|,"[[('个人版', '个人银行'), 0.2857142857142857], [('登录', '输入'), 0.05357142857142857], [('个人版', '登录'), 0.05357142857142857], [('个人银行', '登录'), 0.05357142857142857], [('用户密码', '错误'), 0.03571428571428571], [('用户密码', '登录'), 0.03571428571428571], [('用户密码', '输入'), 0.03571428571428571], [('个人版', '用户密码'), 0.03571428571428571], [('个人银行', '用户密码'), 0.03571428571428571], [('错误', '登录'), 0.03571428571428571], [('错误', '输入'), 0.03571428571428571], [('时', '错误'), 0.03571428571428571], [('个人版', '错误'), 0.03571428571428571], [('个人银行', '错误'), 0.03571428571428571], [('个人版', '输入'), 0.03571428571428571], [('个人银行', '输入'), 0.03571428571428571], [('个人版', '时'), 0.03571428571428571], [('个人银行', '时'), 0.03571428571428571], [('时', '用户密码'), 0.017857142857142856], [('时', '登录'), 0.017857142857142856], [('时', '输入'), 0.017857142857142856]]"
190,191,个人银行个人版支付提示：未找到或未插好#112、#142（通过桌面软件可以正常登入）,个人银行|个人版|支付|提示|未找到|或|未插好|#|112|#|142|通过|桌面|软件|可以|正常|登入|,"[[('提示', '未找到'), 0.3333333333333333], [('未插好', '提示'), 0.3333333333333333], [('未插好', '未找到'), 0.3333333333333333]]"
191,192,储蓄卡查询密码遗忘,储蓄卡|查询密码|遗忘|,"[('查询密码', '遗忘'), 1]"
192,193,储蓄卡查询密码修改（个人版）,储蓄卡|查询密码|修改|个人版|,"[[('查询密码', '修改'), 0.5263157894736842], [('储蓄卡', '修改'), 0.2631578947368421], [('储蓄卡', '查询密码'), 0.21052631578947367]]"
193,194,储蓄卡查询密码的修改渠道,储蓄卡|查询密码|的|修改|渠道|,"[('查询密码', '修改'), 1]"
194,195,【跨行异地】汇款手续费及到账时间,跨行|异地|汇款|手续费|及|到账时间|,"[[('手续费', '异地'), 0.15517241379310345], [('手续费', '到账时间'), 0.13793103448275862], [('手续费', '跨行'), 0.1206896551724138], [('异地', '到账时间'), 0.1206896551724138], [('异地', '汇款'), 0.10344827586206896], [('异地', '跨行'), 0.08620689655172414], [('手续费', '汇款'), 0.06896551724137931], [('汇款', '跨行'), 0.06896551724137931], [('汇款', '到账时间'), 0.06896551724137931], [('到账时间', '跨行'), 0.06896551724137931]]"
